shipment_id,vendor,product,revenue,duty_expense,tax_expense,total_landed_cost,hsn_code,category,status,invoice_date,risk_score,risk_level,origin,destination
SHN-82EDBF12,Harold Engle,"Office Star Executive Leather Armchair, Adjustable",2232.0,223.20000000000002,441.936,2897.136,FUR-CH-5441,Office Rent,Paid,2012-12-04,5,Low,Mexico,Mexico
SHN-3E02C7B2,SuperStore,"Dania Library with Doors, Metal",5210.8,521.08,1031.7384,6763.6184,FUR-BO-3901,Raw Materials,Paid,2012-10-20,15,Low,Australia,Australia
SHN-D9699DB2,SuperStore,"Novimex Executive Leather Armchair, Red",8283.599999999999,828.3599999999999,1640.1527999999998,10752.112799999999,FUR-CH-5380,Raw Materials,Paid,2012-12-25,15,Low,United States,Netherlands
SHN-5C4A043F,SuperStore,"SanDisk Router, Erganomic",12453.84,1245.384,2465.86032,16165.08432,TEC-AC-5895,Logistics Fees,Pending,2013-02-01,5,Low,Germany,Germany
SHN-BF547F81,SuperStore,"Hamilton Beach Microwave, Red",5424.18,542.418,1073.98764,7040.58564,OFF-AP-4498,Raw Materials,Paid,2012-10-09,15,Low,Dominican Republic,Dominican Republic
SHN-BA5E5A73,SuperStore,"Fellowes File Cart, Industrial",6076.56,607.6560000000001,1203.15888,7887.37488,OFF-ST-4258,Raw Materials,Paid,2012-12-22,15,Low,France,France
SHN-B64DDFF2,Barry Weirich,"Apple Headset, with Caller ID",4688.64,468.86400000000003,928.3507200000001,6085.854720000001,TEC-PH-3135,Raw Materials,Paid,2012-08-04,15,Low,Germany,Germany
SHN-16B9FEFB,SuperStore,"Office Star Swivel Stool, Adjustable",2352.4,235.24,465.77520000000004,3053.4152000000004,FUR-CH-5454,Office Rent,Paid,2012-07-28,5,Low,Mexico,Mexico
SHN-EEEE0E96,SuperStore,"Hamilton Beach Microwave, White",1122.6,112.25999999999999,222.27479999999997,1457.1347999999998,OFF-AP-4500,Raw Materials,Paid,2012-06-15,15,Low,Italy,Italy
SHN-7E4A25D0,SuperStore,"SAFCO Commercial Wire Shelving, Black",552.56,55.256,109.40687999999999,717.2228799999999,OFF-ST-5766,Raw Materials,Pending,2012-07-26,15,Low,,United States
SHN-1D86A056,"Copiers, Technology, TEC-CO-3597","Brother Fax Machine, High-Speed",1896.63,189.663,375.53274,2461.82574,,Raw Materials,Paid,2012-12-10,15,Low,Nicaragua,Nicaragua
SHN-A05BD531,Rick Reed,"Hewlett Ink, Laser",1338.1200000000001,133.812,264.94776,1736.8797600000003,"Copiers, Technology, TEC-CO-4582",Raw Materials,Paid,2012-09-10,15,Low,China,China
SHN-143B2BA8,SuperStore,"SAFCO Swivel Stool, Set of Two",4254.75,425.475,842.4405,5522.6655,FUR-CH-5808,Raw Materials,Paid,2012-10-04,15,Low,China,China
SHN-9DFDB30E,SuperStore,"Canon Ink, Laser",2354.4,235.44000000000003,466.1712,3056.0112,"Copiers, Technology, TEC-CO-3697",Raw Materials,Paid,2012-01-10,15,Low,Hungary,Hungary
SHN-BBD52B9F,Corey Catlett,"Hamilton Beach Microwave, Black",20553.39,2055.339,4069.57122,26678.300219999997,OFF-AP-4497,Raw Materials,Paid,2013-01-15,15,Low,Germany,Germany
SHN-53B38466,SuperStore,"Cuisinart Microwave, Red",6265.349999999999,626.535,1240.5393,8132.424299999999,OFF-AP-3865,Raw Materials,Paid,2012-09-25,15,Low,France,France
SHN-1E63E668,SuperStore,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",104.31,10.431000000000001,20.65338,135.39438,,Raw Materials,Paid,2012-12-30,15,Low,,United States
SHN-720202E2,"Fuji, Shizuoka, Japan","Samsung Smart Phone, VoIP",76985.04000000001,7698.504000000001,15243.03792,99926.58192000001,TEC-PH-5841,Raw Materials,Pending,2012-02-10,15,Low,Japan,Japan
SHN-3E2F5840,SuperStore,"Samsung Audio Dock, Cordless",7482.860000000001,748.2860000000001,1481.60628,9712.75228,TEC-PH-5812,Logistics Fees,Paid,2012-06-06,5,Low,Australia,Australia
SHN-1EFA95F5,SuperStore,"Samsung Office Telephone, Cordless",8821.92,882.192,1746.74016,11450.85216,TEC-PH-5829,Raw Materials,Paid,2012-05-26,15,Low,Australia,Australia
SHN-611ECD2E,SuperStore,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3521.25,352.125,697.2075,4570.5825,OFF-ST-4289,Office Rent,Paid,2012-12-27,5,Low,United States,United States
SHN-21C120B4,"Supplies, Office Supplies, OFF-SU-2972",Acme Forged Steel Scissors with Black Enamel Handles,37.24,3.724,7.373519999999999,48.33752,OFF-SU-2972,Raw Materials,Paid,2012-03-04,15,Low,United States,United States
SHN-3143FF2E,SuperStore,"Office Star Executive Leather Armchair, Adjustable",1860.0,186.0,368.28,2414.2799999999997,FUR-CH-5441,Office Rent,Paid,2013-02-17,5,Low,China,United States
SHN-F689487F,"Storage, Office Supplies","Eldon File Cart, Blue",1142.6399999999999,114.264,226.24271999999996,1483.1467199999997,OFF-ST-4055,Raw Materials,Paid,2012-02-02,15,Low,China,United States
SHN-B1A4AC0B,SuperStore,Global Italian Leather Office Chair,366.74,36.674,72.61452,476.02851999999996,FUR-CH-4413,Raw Materials,Paid,2012-10-14,15,Low,United States,United States
SHN-983B21E8,Brooke Gillingham,"SAFCO Executive Leather Armchair, Adjustable",20041.38,2004.1380000000001,3968.19324,26013.71124,FUR-CH-5773,Raw Materials,Paid,2012-12-07,15,Low,Mexico,Mexico
SHN-DB6BB4B8,SuperStore,"Hewlett Fax Machine, High-Speed",7157.7,715.77,1417.2245999999998,9290.694599999999,"Copiers, Technology, TEC-CO-4577",Raw Materials,Paid,2012-07-24,15,Low,Australia,Australia
SHN-905AF11A,SuperStore,"Chromcraft Round Table, Adjustable Height",1001.16,100.116,198.22968,1299.50568,FUR-TA-3769,Raw Materials,Paid,2012-08-29,15,Low,Mexico,United States
SHN-5FA03237,SuperStore,"Safco Library with Doors, Pine",1408.1,140.81,278.80379999999997,1827.7137999999998,FUR-BO-5787,Raw Materials,Paid,2012-06-25,15,Low,France,France
SHN-1C794C23,SuperStore,"Sanford Sketch Pad, Fluorescent",4580.52,458.0520000000001,906.94296,5945.51496,OFF-AR-5932,Raw Materials,Paid,2012-08-24,15,Low,,Netherlands
SHN-0ED7D311,SuperStore,"Rogers Lockers, Single Width",1581.03,158.103,313.04394,2052.1769400000003,OFF-ST-5702,Office Rent,Paid,2013-01-25,5,Low,Vietnam,Vietnam
SHN-7E47DB04,SuperStore,"Barricks Round Table, Fully Assembled",1066.32,106.632,211.13136,1384.08336,FUR-TA-3349,Raw Materials,Paid,2012-06-29,15,Low,Indonesia,Indonesia
SHN-ECD3B8DD,SuperStore,"Sharp Personal Copier, Digital",6891.28,689.128,1364.4734399999998,8944.88144,TEC-CO-6006,Raw Materials,Paid,2013-02-13,15,Low,United Kingdom,United Kingdom
SHN-76C2603B,Doug Bickford,"Boston Canvas, Water Color",1420.5,142.05,281.25899999999996,1843.809,OFF-AR-3528,Raw Materials,Paid,2012-09-09,15,Low,Germany,Germany
SHN-60BDC625,SuperStore,"Chromcraft Round Table, Rectangular",7434.72,743.4720000000001,1472.07456,9650.26656,FUR-TA-3771,Raw Materials,Pending,2012-11-08,15,Low,Ukraine,Ukraine
SHN-A27751BD,SuperStore,"Canon Fax and Copier, Color",4819.5,481.95000000000005,954.261,6255.710999999999,TEC-CO-3682,Raw Materials,Paid,2012-11-23,15,Low,Austria,Austria
SHN-DDBC8371,SuperStore,"Motorola Smart Phone, Cordless",578.5,57.85,114.543,750.893,TEC-PH-5267,Raw Materials,Paid,2012-12-28,15,Low,Australia,Australia
SHN-038E040D,SuperStore,"Hon Swivel Stool, Black",1305.8700000000001,130.58700000000002,258.56226000000004,1695.01926,FUR-CH-4702,Raw Materials,Paid,2013-01-15,15,Low,Germany,Germany
SHN-FE969F88,SuperStore,"Barricks Round Table, with Bottom Storage",4012.08,401.208,794.3918399999999,5207.67984,FUR-TA-3351,Raw Materials,Paid,2012-02-21,15,Low,Italy,Italy
SHN-6E103C5D,SuperStore,"Bush Classic Bookcase, Metal",3709.26,370.92600000000004,734.43348,4814.61948,FUR-BO-3624,Raw Materials,Pending,2012-12-27,15,Low,Italy,Italy
SHN-B83685FE,SuperStore,"Safco Floating Shelf Set, Metal",706.32,70.632,139.85136,916.80336,FUR-BO-5777,Raw Materials,Paid,2012-12-28,15,Low,Australia,Australia
SHN-652B475E,SuperStore,"Motorola Speaker Phone, Cordless",8488.32,848.832,1680.68736,11017.83936,TEC-PH-5270,Raw Materials,Paid,2012-12-26,15,Low,Saudi Arabia,Saudi Arabia
SHN-968CBA4F,"Fasteners, Office Supplies","Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",11.36,1.136,2.2492799999999997,14.745279999999998,,Office Rent,Paid,2012-07-31,5,Low,,United States
SHN-72E2FE00,SuperStore,"Ikea Library with Doors, Metal",5805.6,580.5600000000001,1149.5088,7535.668800000001,FUR-BO-4860,Raw Materials,Paid,2012-04-11,15,Low,China,China
SHN-81E6700E,Dennis Bolton,"Hon Swivel Stool, Black",644.88,64.488,127.68623999999998,837.0542399999999,FUR-CH-4702,Raw Materials,Paid,2012-09-07,15,Low,Zambia,Zambia
SHN-AD9FF5F2,SuperStore,"Tenex Lockers, Single Width",40019.28,4001.928,7923.81744,51945.02544,OFF-ST-6263,Raw Materials,Paid,2012-05-25,15,Low,United Kingdom,United Kingdom
SHN-34951F6A,SuperStore,"Fellowes Lockers, Blue",2985.56,298.556,591.1408799999999,3875.25688,OFF-ST-4266,Raw Materials,Paid,2012-01-18,15,Low,Tanzania,Tanzania
SHN-4B18D3E0,Chuck Magee,"Eldon Frame, Durable",1812.48,181.24800000000002,358.87104,2352.59904,FUR-FU-4066,Raw Materials,Pending,2012-04-24,15,Low,Israel,Israel
SHN-0D4F710E,,,0.0,0.0,0.0,0.0,,,Paid,2023-06-05,5,Low,,
SHN-053BDA1C,SuperStore,"Novimex Executive Leather Armchair, Black",457.95,45.795,90.6741,594.4191,FUR-CH-5379,Raw Materials,Paid,2012-06-22,15,Low,Saudi Arabia,Saudi Arabia
SHN-CD69BEBA,SuperStore,"Cuisinart Stove, Red",4021.0199999999995,402.102,796.1619599999999,5219.283959999999,OFF-AP-3873,Raw Materials,Paid,2012-07-29,15,Low,Indonesia,Indonesia
SHN-3B9BE2AF,SuperStore,Xerox,326.55,32.655,64.65690000000001,423.86190000000005,OFF-PA-6572,Raw Materials,Paid,2012-08-08,15,Low,United States,United States
SHN-41FCBFEF,SuperStore,"Fiskars Shears, High Speed",9337.44,933.7440000000001,1848.81312,12119.997120000002,OFF-SU-4320,Raw Materials,Paid,2012-09-11,15,Low,United States,France
SHN-80850643,Neola Schneider,"Motorola Smart Phone, with Caller ID",15492.96,1549.296,3067.6060799999996,20109.86208,TEC-PH-5269,Raw Materials,Paid,2012-11-10,15,Low,Mexico,Mexico
SHN-8092C5A2,SuperStore,"Canon Copy Machine, High-Speed",6235.68,623.5680000000001,1234.66464,8093.9126400000005,TEC-CO-3680,Raw Materials,Paid,2012-10-02,15,Low,Guatemala,Guatemala
SHN-4E8C531A,SuperStore,"Smead Lockers, Blue",3174.72,317.472,628.59456,4120.7865600000005,OFF-ST-6046,Office Rent,Paid,2012-01-13,5,Low,Egypt,Egypt
SHN-5B0B789B,SuperStore,"Apple Audio Dock, VoIP Phones, Technology, TEC-PH-3129",2671.68,267.168,528.9926399999999,3467.84064,,Raw Materials,Paid,2012-10-05,15,Low,India,India
SHN-FF8DFDB2,SuperStore,Strathmore Photo Frame Cards,29.24,2.924,5.78952,37.953520000000005,OFF-PA-6213,Raw Materials,Paid,2012-05-24,15,Low,,United States
SHN-FD00A868,SuperStore,Hon 5100 Series Wood Tables,2095.05,209.50500000000002,414.8199,2719.3749000000003,FUR-TA-4622,Raw Materials,Paid,2012-07-11,15,Low,United States,United States
SHN-D2852B18,SuperStore,"Smead Lockers, Industrial",4773.6,477.36000000000007,945.1727999999999,6196.1328,OFF-ST-6047,Raw Materials,Paid,2013-01-24,15,Low,Chile,Chile
SHN-5D817996,SuperStore,"Hon Executive Leather Armchair, Black",2194.2599999999998,219.426,434.46347999999995,2848.1494799999996,FUR-CH-4655,Raw Materials,Paid,2012-04-06,15,Low,Mexico,Mexico
SHN-06975504,SuperStore,"Smead Lockers, Blue",13228.0,1322.8000000000002,2619.144,17169.944,OFF-ST-6046,Office Rent,Paid,2012-01-11,5,Low,Mexico,Mexico
SHN-1712E5CE,SuperStore,"HP Copy Machine, Color",11852.61,1185.2610000000002,2346.81678,15384.68778,"Copiers, Technology, TEC-CO-4765",Raw Materials,Pending,2012-10-26,15,Low,China,China
SHN-551D1730,SuperStore,"Bush Library with Doors, Mobile",2971.41,297.141,588.3391799999999,3856.89018,FURN-BO-3640,Raw Materials,Paid,2012-12-02,15,Low,Germany,Germany
SHN-3845B6CE,"Furnishings, Furniture, FUR-FU-2864",36X48 HARDFLOOR CHAIRMAT,67.14,6.714,13.293719999999999,87.14771999999999,,Office Rent,Paid,2013-03-05,5,Low,,United States
SHN-E5CC1504,Arthur Wiediger,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X,153.08,15.308000000000002,30.30984,198.69784,TEC-PH-4800,Raw Materials,Paid,2012-07-13,15,Low,United States,United States
SHN-3DC6A37D,SuperStore,"Hewlett Copy Machine, Laser",8128.400000000001,812.8400000000001,1609.4232000000002,10550.663200000003,TEC-CO-4570,Raw Materials,Paid,2012-08-11,15,Low,Vietnam,Vietnam
SHN-0ECF378B,Raymond Messe,"Tenex Frame, Erganomic",1737.6,173.76,344.04479999999995,2255.4048,FUR-FU-6256,Raw Materials,Paid,2012-10-27,15,Low,India,India
SHN-CC1E1BE3,SuperStore,"Brother Personal Copier, Digital",4617.96,461.79600000000005,914.35608,5994.112080000001,"Copiers, Technology, TEC-CO-3605",Raw Materials,Paid,2012-12-07,15,Low,Australia,Australia
SHN-1CE456A0,Office Supplies,Xerox,15.94,1.594,3.1561199999999996,20.69012,OFF-PA-6447,Raw Materials,Paid,2012-10-14,15,Low,United States,United States
SHN-4C1C2251,SuperStore,"Hoover Stove, White",3399.66,339.966,673.1326799999999,4412.75868,OFF-AP-4745,Raw Materials,Pending,2012-11-25,15,Low,Brazil,Brazil
SHN-97894468,SuperStore,Mophie Juice Pack Helium for iPhone,575.9399999999999,57.593999999999994,114.03611999999997,747.5701199999999,TEC-PH-5244,Raw Materials,Paid,2012-12-28,15,Low,United States,United States
SHN-FA6BCD9D,,,0.0,0.0,0.0,0.0,,,Paid,2023-06-05,5,Low,,
SHN-D3702EDF,SuperStore,"Fellowes Lockers, Single Width",2211.84,221.18400000000003,437.94432000000006,2870.9683200000004,OFF-ST-4268,Raw Materials,Paid,2012-09-15,15,Low,Cuba,Cuba
SHN-81ED30C3,SuperStore,"Eldon Lockers, Blue",6465.06,646.5060000000001,1280.0818800000002,8391.64788,OFF-ST-4078,Raw Materials,Paid,2012-12-14,15,Low,Mexico,Mexico
SHN-2EDCE972,SuperStore,"Brother Ink, Color",1137.8700000000001,113.78700000000002,225.29826000000003,1476.9552600000002,not provided,Raw Materials,Paid,2012-12-01,15,Low,France,France
SHN-27117DDF,SuperStore,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",827.9100000000001,82.79100000000001,163.92618000000002,1074.6271800000002,OFF-ST-4456,Office Rent,Pending,2012-10-17,5,Low,,United States
SHN-1B9177F4,SuperStore,"Office Star Executive Leather Armchair, Adjustable",2255.61,225.56100000000004,446.61078000000003,2927.7817800000003,FUR-CH-5441,Office Rent,Pending,2012-03-02,5,Low,Dominican Republic,Santo Domingo
SHN-2EA3C4E8,SuperStore,"HP Fax Machine, High-Speed",7141.02,714.1020000000001,1413.92196,9269.04396,TEC-CO-4775,Raw Materials,Paid,2012-10-14,15,Low,Mexico,Mexico
SHN-A6AAEE2A,SuperStore,"Dania Library with Doors, Traditional",1449.6,144.96,287.02079999999995,1881.5808,FUR-BO-3904,Raw Materials,Paid,2012-05-13,15,Low,Romania,Romania
SHN-CCB16D98,"Appliances, Office Supplies","Hoover Stove, Red",18418.44,1841.844,3646.85112,23907.13512,OFF-AP-4743,Raw Materials,Paid,2012-03-13,15,Low,Germany,Germany
SHN-34A787B9,SuperStore,"Motorola Smart Phone, Full Size",31491.809999999998,3149.181,6235.378379999999,40876.36938,TEC-PH-5268,Raw Materials,Paid,2012-11-13,15,Low,India,India
SHN-8C14B627,SuperStore,"Belkin Router, USB",6474.0,647.4000000000001,1281.8519999999999,8403.252,TEC-AC-3405,Raw Materials,Paid,2012-11-24,15,Low,,Spain
SHN-6DFD5C71,SuperStore,"Chromcraft Computer Table, Adjustable Height",21835.38,2183.538,4323.40524,28342.32324,FUR-TA-3759,Raw Materials,Paid,2012-12-25,15,Low,United Kingdom,United Kingdom
SHN-4A19E03E,SuperStore,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,8191.52,819.152,1621.92096,10632.59296,TEC-AC-5279,Raw Materials,Paid,2012-07-22,15,Low,,United States
SHN-B60E987D,SuperStore,Samsung Galaxy Mega 6.3,8399.8,839.98,1663.1603999999998,10902.9404,TEC-PH-5817,Raw Materials,Paid,2012-04-27,15,Low,United States,United States
SHN-40BDAF4D,SuperStore,"Lesro Round Table, Rectangular",11329.44,1132.9440000000002,2243.22912,14705.61312,FUR-TA-5064,Raw Materials,Paid,2012-06-30,15,Low,China,"Shanxi, China"
SHN-BC78ADD7,SuperStore,"Avery Labels, Office Supplies, OFF-LA-3195",2472.93,247.293,489.64014,3209.86314,OFF-LA-3195,Raw Materials,Paid,2012-12-28,15,Low,United States,United States
SHN-96537CF9,Roy Collins,"Nokia Headset, with Caller ID",7519.38,751.9380000000001,1488.8372399999998,9760.15524,TEC-PH-5342,Raw Materials,Paid,2012-04-25,15,Low,France,France
SHN-73EB5D00,SuperStore,Wilson Jones Standard D-Ring Binders,126.5,12.65,25.047,164.197,OFF-BI-6410,Office Rent,Paid,2012-08-29,5,Low,,United States
SHN-C530CAEA,SuperStore,"SAFCO Swivel Stool, Red",1360.32,136.032,269.34335999999996,1765.6953599999997,"Chairs, Furniture, FUR-CH-5807",Raw Materials,Paid,2012-08-14,15,Low,Australia,Australia
SHN-CFE379D7,"Paper, Office Supplies, OFF-PA-6546",Xerox 1988,2007.54,200.75400000000002,397.49291999999997,2605.78692,,Raw Materials,Paid,2012-08-22,15,Low,,United States
SHN-328EFC7B,"Copiers, Technology, TEC-CO-3598","Brother Fax Machine, Laser",5096.64,509.66400000000004,1009.13472,6615.43872,,Logistics Fees,Pending,2012-03-09,5,Low,China,China
SHN-FD608911,SuperStore,"Sharp Copy Machine, Laser",3824.64,382.464,757.27872,4964.3827200000005,copiers,Raw Materials,Paid,2012-08-08,15,Low,China,China
SHN-5B11CBAA,SuperStore,"Logitech Router, Bluetooth",2225.88,222.58800000000002,440.72424000000007,2889.1922400000003,TEC-AC-5134,Logistics Fees,Paid,2012-08-26,5,Low,Italy,Italy
SHN-3BEAEF9C,SuperStore,"Brother Fax Machine, Digital",3387.12,338.712,670.6497599999999,4396.48176,unknown,Raw Materials,Paid,2012-06-06,15,Low,Mexico,Mexico
SHN-24C45057,SuperStore,"Lesro Conference Table, Rectangular",855.15,85.515,169.31969999999998,1109.9847,FUR-TA-5059,Raw Materials,Paid,2012-06-02,15,Low,Ukraine,Ukraine
SHN-9609B22D,SuperStore,"Fellowes Lockers, Wire Frame",3715.2000000000003,371.52000000000004,735.6096,4822.3296,OFF-ST-4269,Raw Materials,Paid,2012-07-29,15,Low,South Korea,South Korea
SHN-FACAEB71,SuperStore,"Cisco Smart Phone, Full Size",5862.51,1055.2518,1245.197124,8162.9589240000005,8517,Raw Materials,Paid,2012-11-20,15,Low,India,India
SHN-EA28D56E,SuperStore,"Eldon Lockers, Wire Frame",787.92,78.792,156.00816,1022.72016,OFF-ST-4081,Office Rent,Paid,2012-02-25,5,Low,Algeria,Algeria
SHN-949FB8D6,SuperStore,"Hewlett Fax and Copier, High-Speed",3057.12,305.712,605.30976,3968.14176,TEC-CO-4573,Raw Materials,Paid,2012-06-22,15,Low,,Saudi Arabia
SHN-634F8BA8,SuperStore,Belkin 6 Outlet Metallic Surge Strip,78.42,7.8420000000000005,15.52716,101.78916,OFF-AP-3364,Office Rent,Paid,2012-05-01,5,Low,United States,United States
SHN-0CB33BA3,SuperStore,"SAFCO Rocking Chair, Red",4407.06,440.7060000000001,872.59788,5720.363880000001,FUR-CH-5795,Raw Materials,Paid,2012-12-20,15,Low,Brazil,Brazil
SHN-98C5EAE2,SuperStore,"Dania Classic Bookcase, Mobile",1487.8,148.78,294.58439999999996,1931.1644,FUR-BO-3890,Raw Materials,Paid,2012-12-07,15,Low,Germany,Germany
SHN-50312075,"Machines, Technology","StarTech Phone, White",2625.48,262.548,519.84504,3407.8730400000004,TEC-MA-6145,Raw Materials,Paid,2012-11-16,15,Low,South Africa,South Africa
SHN-C3F8C0A7,"Gaoyou, Jiangsu, China","Hoover Refrigerator, White",25695.600000000002,2569.5600000000004,5087.728800000001,33352.8888,OFF-AP-4738,Raw Materials,Pending,2012-05-23,15,Low,China,United States
SHN-1B416DAE,SuperStore,"Fellowes Lockers, Industrial",1994.96,199.496,395.00208000000003,2589.4580800000003,OFF-ST-4267,Raw Materials,Paid,2012-08-17,15,Low,Australia,Australia
SHN-221E41D0,SuperStore,"Canon Fax Machine, Color",5117.28,511.728,1013.2214399999999,6642.22944,"Copiers, Technology, TEC-CO-3686",Raw Materials,Pending,2012-02-14,15,Low,"Bashkortostan, Russia","Bashkortostan, Russia"
SHN-41A4EFE0,Steve Carroll,"Dania Library with Doors, Traditional",1449.6,144.96,287.02079999999995,1881.5808,FUR-BO-3904,Raw Materials,Pending,2012-11-09,15,Low,China,USA
SHN-326CDEBD,Dean Braden,"Office Star Rocking Chair, Set of Two",1527.04,152.704,302.35391999999996,1982.09792,FUR-CH-5449,Raw Materials,Pending,2012-06-06,15,Low,Brazil,Brazil
SHN-AF7612E1,SuperStore,"Ikea Classic Bookcase, Traditional",3335.19,333.519,660.36762,4329.07662,FUR-BO-4851,Raw Materials,Paid,2012-09-07,15,Low,Australia,Australia
SHN-06679862,SuperStore,"Novimex Swivel Stool, Black",10369.92,1036.992,2053.24416,13460.15616,FUR-CH-5412,Raw Materials,Paid,2012-06-14,15,Low,China,"Cangzhou, Hebei"
SHN-802AFF67,SuperStore,"Samsung Smart Phone, Cordless",12268.8,1226.8799999999999,2429.2223999999997,15924.902399999999,TEC-PH-5839,Raw Materials,Paid,2012-08-08,15,Low,Dominican Republic,Santo Domingo
SHN-B423439D,SuperStore,"Epson Inkjet, Durable Machines, Technology, TEC-MA-4197",19624.32,1962.432,3885.61536,25472.36736,,Raw Materials,Paid,2012-08-28,15,Low,,Cameroon
SHN-CE84865B,SuperStore,"HP Ink, Laser",1158.3000000000002,115.83000000000003,229.3434,1503.4734,Ink-12345,Raw Materials,Paid,2012-06-06,15,Low,India,India
SHN-F7B917D6,SuperStore,"Hon Computer Table, Fully Assembled",6563.200000000001,656.3200000000002,1299.5136,8519.0336,FUR-TA-4643,Raw Materials,Paid,2012-07-27,15,Low,El Salvador,El Salvador
SHN-7E6A3135,SuperStore,"Bush Classic Bookcase, Traditional",6878.0,687.8000000000001,1361.844,8927.644,FUR-BO-3627,Raw Materials,Paid,2012-10-14,15,Low,USA,Brazil
SHN-FF971F90,Kunst Miller,"SAFCO Executive Leather Armchair, Black",1836.0,183.60000000000002,363.52799999999996,2383.1279999999997,FUR-CH-5774,Raw Materials,Paid,2012-05-22,15,Low,Malaysia,Malaysia
SHN-45748AF5,"Machines, Technology, TEC-MA-6153","StarTech Receipt Printer, White",8828.19,882.8190000000001,1747.98162,11458.99062,,Raw Materials,Paid,2012-07-18,15,Low,,Malaysia
SHN-E14F924C,SuperStore,"Canon Ink, Digital",2348.64,234.864,465.03072,3048.5347199999997,not provided,Raw Materials,Paid,2013-01-18,15,Low,China,China
SHN-5B2981BA,SuperStore,"Rogers Lockers, Industrial",848.4,84.84,167.98319999999998,1101.2232,OFF-ST-5701,Raw Materials,Pending,2012-09-07,15,Low,Zambia,Zambia
SHN-2D981E32,"Paper, Office Supplies",Xerox,6.48,0.6480000000000001,1.28304,8.41104,OFF-PA-6587,Office Rent,Paid,2012-09-28,5,Low,United States,United States
SHN-78D7FFD9,SuperStore,"Breville Microwave, Red",643.64,64.364,127.44072,835.44472,OFF-AP-3571,Raw Materials,Paid,2012-12-25,15,Low,Dominican Republic,Dominican Republic
SHN-720F2392,SuperStore,"Memorex Router, Erganomic",5856.4800000000005,585.648,1159.58304,7601.71104,TEC-AC-5224,Logistics Fees,Paid,2012-07-19,5,Low,Guatemala,Guatemala
SHN-6C98BB7B,SuperStore,"Konica Printer, Red",1430.94,143.09400000000002,283.32612,1857.36012,TEC-MA-5015,Raw Materials,Paid,2012-02-22,15,Low,Italy,Italy
SHN-2324B678,SuperStore,"Samsung Speaker Phone, with Caller ID",9982.44,1796.8392000000001,2120.2702560000002,13899.549456,8517,Raw Materials,Paid,2013-02-01,15,Low,China,USA
SHN-FD540A0D,SuperStore,"Apple Signal Booster, Full Size",2979.48,536.3063999999999,632.841552,4148.627952,8517,Raw Materials,Paid,2012-03-31,15,Low,Italy,Italy
SHN-672F2781,SuperStore,"Canon Fax Machine, Laser",5094.24,509.424,1008.6595199999999,6612.32352,"Copiers, Technology, TEC-CO-3689",Logistics Fees,Pending,2012-08-07,5,Low,China,China
SHN-D0B72D35,SuperStore,"Cisco Audio Dock, Full Size",2933.76,528.0768,623.130624,4084.967424,8518,Raw Materials,Paid,2013-03-01,15,Low,United Kingdom,United Kingdom
SHN-7612A831,SuperStore,"Cisco Smart Phone, with Caller ID",10467.84,1046.784,2072.6323199999997,13587.25632,TEC-PH-3807,Raw Materials,Paid,2012-12-26,15,Low,Saudi Arabia,Saudi Arabia
SHN-A6C6047D,SuperStore,"Chromcraft Computer Table, with Bottom Storage",3990.87,399.087,790.19226,5180.14926,FUR-TA-3762,Raw Materials,Paid,2012-03-07,15,Low,USA,Cambodia
SHN-F8B29E46,"Chairs, Furniture, FUR-CH-4840","Iceberg Nesting Folding Chair, 19w x 6d x 43h",1676.7599999999998,167.676,331.9984799999999,2176.4344799999994,,Raw Materials,Paid,2012-05-12,15,Low,,United States
SHN-957097DB,SuperStore,"Bevis Conference Table, Fully Assembled",16191.55,1619.155,3205.9268999999995,21016.631899999997,FUR-TA-3420,Raw Materials,Paid,2012-06-16,15,Low,China,China
SHN-A96730F7,SuperStore,"Cisco Signal Booster, with Caller ID",3226.3999999999996,322.64,638.8271999999998,4187.8672,,Raw Materials,Paid,2012-04-21,15,Low,France,France
SHN-90F4175F,SuperStore,"Panasonic Inkjet, White Machines, Technology, TEC-MA-5548",15214.5,1521.45,3012.471,19748.421000000002,Not Provided,Raw Materials,Pending,2012-10-13,15,Low,India,India
SHN-E53CA7B2,"Baruta, Miranda","Eldon Lockers, Single Width",6413.22,641.3220000000001,1269.81756,8324.35956,OFF-ST-4080,Raw Materials,Paid,2012-10-13,15,Low,Venezuela,Venezuela
SHN-D56873E5,Heather Kirkland,"Novimex Executive Leather Armchair, Black",334.3,33.43,66.1914,433.9214,FUR-CH-5379,Raw Materials,Paid,2012-01-26,15,Low,Indonesia,Indonesia
SHN-378438FE,SuperStore,"Memorex Router, Programmable",2229.39,222.939,441.41921999999994,2893.7482199999995,TEC-AC-5225,Logistics Fees,Paid,2012-10-31,5,Low,Singapore,Singapore
SHN-4DD51326,SuperStore,"Brother Copy Machine, High-Speed",4362.75,436.27500000000003,863.8245,5662.849499999999,"Copiers, Technology, TEC-CO-3588",Raw Materials,Paid,2012-07-25,15,Low,Mexico,Mexico
